contact_id,account_id,full_name,title,buying_role,email_open_rate,email_reply_count_90d,demo_requested,linkedin_engaged,avg_intent_score,icp_fit_score,trigger_event,existing_customer,contact_converted,true_conversion_prob,funnel_stage,funnel_stage_label
CON-0002565,ACC-003576,Daryl Campbell,VP Finance,economic_buyer,0.37,0,False,False,0.22,0.282,none,False,0,0.2194,0,MQL
CON-0002566,ACC-001203,Renee Thompson,Head of Sales Ops,champion,0.234,1,False,False,0.23714285714285716,0.6,compliance_mandate,False,0,0.2037,0,MQL
CON-0002567,ACC-001821,Amanda Green,Director of Operations,champion,0.234,1,False,False,0.732,0.352,none,False,0,0.1398,0,MQL
CON-0002568,ACC-001185,Todd Graham,Head of Sales Ops,champion,0.532,1,False,False,0.8300000000000001,0.677,compliance_mandate,False,1,0.8284,2,Opportunity
CON-0002569,ACC-002747,Christina Hernandez,HR Coordinator,user_buyer,0.351,1,False,False,0.495,0.43,none,True,0,0.2285,0,MQL
CON-0002570,ACC-002556,Margaret Barrera,HR Coordinator,user_buyer,0.369,0,False,False,0.5533333333333333,0.74,tech_refresh,False,1,0.1421,0,MQL
CON-0002571,ACC-001917,Ashley Lopez,Sales Rep,user_buyer,0.473,0,False,False,0.7450000000000001,0.795,funding_round,False,0,0.3995,1,SQL
CON-0002572,ACC-001594,Alicia Watson,Head of Sales Ops,champion,0.11,1,False,False,0.165,0.845,none,False,0,0.2661,1,SQL
CON-0002573,ACC-003022,Dr. Eric Howard MD,Director of Operations,champion,0.819,0,False,False,0.7733333333333334,0.494,funding_round,True,1,0.6658,2,Opportunity
CON-0002574,ACC-004961,Zachary Mosley,VP Engineering,technical_validator,0.394,1,False,True,0.165,0.718,none,False,1,0.2258,0,MQL
CON-0002575,ACC-000692,Michael Hunter,HR Coordinator,user_buyer,0.35,1,False,False,0.41250000000000003,0.886,none,False,0,0.2624,1,SQL
CON-0002576,ACC-001055,Marilyn Carter,Paralegal,user_buyer,0.356,3,False,True,0.8300000000000001,0.854,none,False,1,0.6563,2,Opportunity
CON-0002577,ACC-004856,Jessica Ward,Legal Ops Manager,champion,0.358,2,False,False,0.8866666666666667,0.946,none,True,1,0.8631,2,Opportunity
CON-0002578,ACC-004348,David Carter,Sales Rep,user_buyer,0.603,0,False,False,0.33,0.733,none,False,0,0.1269,0,MQL
CON-0002579,ACC-003336,Stephanie Sampson,Director of Operations,champion,0.155,1,True,False,0.53,0.393,none,True,0,0.1736,0,MQL
CON-0002580,ACC-004912,Robert Hughes,HR Coordinator,user_buyer,0.407,0,False,False,0.41500000000000004,0.696,none,False,0,0.1661,0,MQL
CON-0002581,ACC-001962,Vincent Phillips,IT Security Manager,technical_validator,0.538,1,False,True,1.0,0.43,tech_refresh,False,1,0.8318,2,Opportunity
CON-0002582,ACC-000664,David Butler,IT Security Manager,technical_validator,0.239,0,False,False,0.33,0.68,none,False,0,0.4115,1,SQL
CON-0002583,ACC-000298,Andrea Smith,HR Coordinator,user_buyer,0.293,2,False,False,0.44,0.906,leadership_change,False,0,0.2937,1,SQL
CON-0002584,ACC-003386,Joshua Pearson,Legal Ops Manager,champion,0.709,0,False,False,0.915,0.786,compliance_mandate,False,1,0.7358,2,Opportunity
CON-0002585,ACC-001524,Zachary Nguyen,Paralegal,user_buyer,0.061,4,False,False,0.7887500000000001,0.916,none,False,1,0.4959,1,SQL
CON-0002586,ACC-001440,Dylan Garrett,CFO,economic_buyer,0.518,2,False,False,1.0,0.653,funding_round,False,0,0.5585,1,SQL
CON-0002587,ACC-004046,Andrew Jackson,Director of Operations,champion,0.536,0,False,True,0.8300000000000001,0.74,none,True,0,0.6661,2,Opportunity
CON-0002588,ACC-001445,Jennifer Sullivan,Contracts Manager,user_buyer,0.403,2,False,False,0.6625000000000001,0.484,leadership_change,False,1,0.3326,1,SQL
CON-0002589,ACC-004821,Nicholas Armstrong,VP Procurement,economic_buyer,0.633,2,False,False,0.66,0.713,none,False,0,0.6719,2,Opportunity
CON-0002590,ACC-003077,Andrea Choi,Chief Legal Officer,economic_buyer,0.21,1,False,True,0.7450000000000001,0.859,none,False,0,0.5164,1,SQL
CON-0002591,ACC-004673,Walter Johnson,Paralegal,user_buyer,0.525,1,False,False,0.5533333333333333,0.499,none,False,1,0.5334,1,SQL
CON-0002592,ACC-000959,Kayla Weeks,Legal Ops Manager,champion,0.309,0,False,False,0.2,0.846,leadership_change,False,0,0.2358,1,SQL
CON-0002593,ACC-001592,Michael Smith,HR Coordinator,user_buyer,0.629,3,False,False,0.7585714285714287,0.879,leadership_change,False,0,0.5679,1,SQL
CON-0002594,ACC-002450,Aaron Martinez,CISO,technical_validator,0.689,1,False,False,0.8300000000000001,0.839,tech_refresh,False,1,0.634,2,Opportunity
CON-0002595,ACC-003558,Arthur Shaw,Sales Rep,user_buyer,0.65,2,False,False,0.5533333333333333,0.878,funding_round,False,1,0.7094,2,Opportunity
CON-0002596,ACC-003839,Hannah Owens,HR Coordinator,user_buyer,0.815,2,False,False,0.732,0.439,none,False,0,0.6578,2,Opportunity
CON-0002597,ACC-002361,Savannah Carter,VP Procurement,economic_buyer,0.156,0,False,False,0.52,1.0,compliance_mandate,False,1,0.3852,1,SQL
CON-0002598,ACC-000160,Jeremy Hernandez,CISO,technical_validator,0.09,0,False,False,0.5825,0.639,none,False,0,0.2637,1,SQL
CON-0002599,ACC-004290,Sarah Mcconnell,Director of Operations,champion,0.527,0,False,True,0.8640000000000001,0.561,none,True,1,0.7261,2,Opportunity
CON-0002600,ACC-002971,Joseph Martinez,VP Engineering,technical_validator,0.627,1,False,False,0.8866666666666667,0.836,leadership_change,False,1,0.6956,2,Opportunity
CON-0002601,ACC-000659,Cynthia Taylor,Paralegal,user_buyer,0.705,2,False,False,0.5775,0.787,none,False,1,0.4804,1,SQL
CON-0002602,ACC-001155,Lisa Bennett,Sales Rep,user_buyer,0.455,0,False,True,0.66,0.632,none,False,0,0.2965,1,SQL
CON-0002603,ACC-002052,Jessica Carter,Legal Ops Manager,champion,0.564,0,False,True,0.32999999999999996,0.75,compliance_mandate,False,0,0.3829,1,SQL
CON-0002604,ACC-001698,Sheila Robinson,Paralegal,user_buyer,0.823,2,False,False,0.8866666666666667,0.729,none,False,0,0.7378,2,Opportunity
CON-0002605,ACC-000421,Yvonne Cameron,Paralegal,user_buyer,0.395,3,False,False,0.6083333333333334,0.544,none,True,0,0.4496,1,SQL
CON-0002606,ACC-003357,Karen Novak,HR Coordinator,user_buyer,0.291,1,False,True,0.75,0.665,funding_round,False,1,0.6279,2,Opportunity
CON-0002607,ACC-002272,Jennifer Koch,CISO,technical_validator,0.499,2,False,False,1.0,0.552,leadership_change,False,0,0.5606,1,SQL
CON-0002608,ACC-004992,Robert Taylor,VP Engineering,technical_validator,0.175,2,True,False,0.6642857142857144,0.36,funding_round,True,1,0.465,1,SQL
CON-0002609,ACC-000363,Karen Johnson,Director of Operations,champion,0.429,3,False,False,0.7733333333333334,0.573,none,False,0,0.4643,1,SQL
CON-0002610,ACC-000905,April Lozano,Contracts Manager,user_buyer,0.672,2,False,False,0.8640000000000001,0.594,leadership_change,True,1,0.8088,2,Opportunity
CON-0002611,ACC-003495,Kelsey Schmidt,Paralegal,user_buyer,0.161,2,False,False,0.665,0.456,none,False,1,0.151,0,MQL
CON-0002612,ACC-004839,Rick Black,Legal Ops Manager,champion,0.508,3,False,False,1.0,0.389,funding_round,False,1,0.7804,2,Opportunity
CON-0002613,ACC-002441,Theresa Huff,VP Procurement,economic_buyer,0.588,5,False,False,0.932,0.896,none,False,1,0.8388,2,Opportunity
CON-0002614,ACC-003369,Nathan Cox,Chief Legal Officer,economic_buyer,0.45,2,False,False,0.33,0.72,none,True,0,0.316,1,SQL
CON-0002615,ACC-002161,John Nguyen,CFO,economic_buyer,0.51,3,False,False,0.8300000000000001,0.37,none,True,1,0.89,3,Closed-Won
CON-0002616,ACC-001026,Bruce Holloway,IT Security Manager,technical_validator,0.295,1,False,False,0.6639999999999999,0.662,none,False,1,0.4876,1,SQL
CON-0002617,ACC-001744,Jason Bryant,Director of Operations,champion,0.484,0,False,False,0.4640000000000001,0.765,compliance_mandate,True,1,0.6609,2,Opportunity
CON-0002618,ACC-004831,Christopher Hood,CFO,economic_buyer,0.922,4,False,False,0.7733333333333334,0.667,tech_refresh,False,1,0.9287,3,Closed-Won
CON-0002619,ACC-003081,Sandra Wall,Legal Ops Manager,champion,0.547,1,False,True,0.49750000000000005,0.987,none,False,0,0.5672,1,SQL
CON-0002620,ACC-004614,Melinda Love,Paralegal,user_buyer,0.582,2,False,True,0.8300000000000001,0.427,none,True,0,0.6684,2,Opportunity
CON-0002621,ACC-000842,Derrick Faulkner,Paralegal,user_buyer,0.491,0,False,False,0.5825,0.953,compliance_mandate,False,1,0.4308,1,SQL
CON-0002622,ACC-000061,Michelle Reed,Head of Sales Ops,champion,0.269,0,False,False,0.2475,0.766,tech_refresh,False,0,0.2857,1,SQL
CON-0002623,ACC-002948,Jennifer Mueller,Head of Sales Ops,champion,0.292,1,False,False,0.6083333333333334,0.827,none,True,0,0.4416,1,SQL
CON-0002624,ACC-004924,Susan Figueroa,CISO,technical_validator,0.301,1,False,False,0.5980000000000001,0.832,none,False,1,0.3493,1,SQL
CON-0002625,ACC-001057,William Ford,Head of Sales Ops,champion,0.27,0,False,False,0.33,0.72,none,False,0,0.4254,1,SQL
CON-0002626,ACC-000873,Deborah Frey,Head of Sales Ops,champion,0.542,1,False,True,0.528,0.587,none,False,0,0.4386,1,SQL
CON-0002627,ACC-000098,Adam Patterson,Head of Sales Ops,champion,0.677,0,False,False,0.495,0.807,none,True,1,0.5253,1,SQL
CON-0002628,ACC-003639,Stephanie Mcfarland,Contracts Manager,user_buyer,0.619,1,False,False,1.0,0.752,none,False,1,0.78,2,Opportunity
CON-0002629,ACC-002170,Hunter Edwards,Contracts Manager,user_buyer,0.164,1,False,True,0.6277777777777778,0.306,none,True,0,0.2701,1,SQL
CON-0002630,ACC-003407,Patricia Montes,Sales Rep,user_buyer,0.303,0,False,False,0.33,0.65,none,True,0,0.1377,0,MQL
CON-0002631,ACC-000962,Jeffrey Vaughan,CISO,technical_validator,0.332,0,False,False,0.8300000000000001,0.517,funding_round,False,1,0.5902,1,SQL
CON-0002632,ACC-002145,Michaela Gill,Contracts Manager,user_buyer,0.486,3,False,False,0.66,0.77,none,False,0,0.4405,1,SQL
CON-0002633,ACC-002829,Timothy Thomas,VP Engineering,technical_validator,0.474,2,True,False,0.775,0.917,leadership_change,False,0,0.6268,2,Opportunity
CON-0002634,ACC-003769,Elizabeth Nichols,HR Coordinator,user_buyer,0.811,1,False,False,0.8300000000000001,0.855,compliance_mandate,False,1,0.8221,2,Opportunity
CON-0002635,ACC-002914,Mary Snow,IT Security Manager,technical_validator,0.207,1,True,False,0.33,0.874,leadership_change,True,0,0.2654,1,SQL
CON-0002636,ACC-000638,Christian Johnson,VP Engineering,technical_validator,0.312,2,False,False,0.665,0.414,none,False,1,0.6239,2,Opportunity
CON-0002637,ACC-001577,Samantha Garza,CISO,technical_validator,0.254,1,False,True,0.495,0.713,funding_round,False,1,0.6857,2,Opportunity
CON-0002638,ACC-001820,Jessica Roberts,VP Finance,economic_buyer,0.509,1,True,False,0.7766666666666667,0.832,none,False,1,0.7535,2,Opportunity
CON-0002639,ACC-003962,Kaitlyn Ellis,IT Security Manager,technical_validator,0.394,1,True,False,0.6625,0.808,leadership_change,False,0,0.4517,1,SQL
CON-0002640,ACC-004598,Christina Gilbert,HR Coordinator,user_buyer,0.43,0,False,False,0.5,0.492,none,False,0,0.3093,1,SQL
CON-0002641,ACC-001156,Susan Adams,IT Security Manager,technical_validator,0.157,1,False,True,0.5499999999999999,0.762,none,True,1,0.4122,1,SQL
CON-0002642,ACC-001744,Crystal Johnson,HR Coordinator,user_buyer,0.131,0,False,False,0.22,0.765,compliance_mandate,True,0,0.2102,0,MQL
CON-0002643,ACC-001441,Cindy Bennett,IT Security Manager,technical_validator,0.614,1,False,False,0.6625000000000001,0.607,leadership_change,False,1,0.6259,2,Opportunity
CON-0002644,ACC-001715,Kenneth Peck,IT Security Manager,technical_validator,0.117,4,False,False,0.6625000000000001,0.743,none,False,0,0.3752,1,SQL
CON-0002645,ACC-004221,Michelle Cannon,Contracts Manager,user_buyer,0.372,0,False,True,0.33,0.636,none,True,0,0.1137,0,MQL
CON-0002646,ACC-001865,Michael Jensen,CFO,economic_buyer,0.24,2,False,False,1.0,0.496,leadership_change,False,0,0.6476,2,Opportunity
CON-0002647,ACC-000963,Dr. Tina Stuart,Director of Operations,champion,0.053,0,False,True,0.165,0.685,none,False,0,0.103,0,MQL
CON-0002648,ACC-001846,Nicole Riley,Legal Ops Manager,champion,0.65,0,False,False,0.5533333333333333,0.798,tech_refresh,False,0,0.5031,1,SQL
CON-0002649,ACC-004320,Lauren White,VP Finance,economic_buyer,0.453,0,True,False,0.45625000000000004,0.619,funding_round,True,1,0.6788,2,Opportunity
CON-0002650,ACC-002561,Mr. Zachary Banks,HR Coordinator,user_buyer,0.346,0,False,True,0.0,0.875,none,False,0,0.0683,0,MQL
CON-0002651,ACC-004522,Theodore Stanley,VP Finance,economic_buyer,0.391,1,False,False,0.7475,0.643,none,False,0,0.6203,2,Opportunity
CON-0002652,ACC-004227,Mary Johnson,IT Security Manager,technical_validator,0.401,1,True,True,0.732,0.587,none,False,1,0.5181,1,SQL
CON-0002653,ACC-001030,Kimberly Webb,Chief Legal Officer,economic_buyer,0.087,0,False,False,0.165,0.805,none,False,0,0.1705,0,MQL
CON-0002654,ACC-002825,Mr. Peter Gillespie,Contracts Manager,user_buyer,0.344,1,False,False,0.33,0.771,none,False,0,0.1531,0,MQL
CON-0002655,ACC-001039,Abigail Day,Sales Rep,user_buyer,0.522,1,True,False,0.5,0.76,tech_refresh,False,1,0.6257,2,Opportunity
CON-0002656,ACC-004198,Elizabeth Taylor,Director of Operations,champion,0.235,1,False,False,0.665,0.732,none,False,0,0.4597,1,SQL
CON-0002657,ACC-002128,Johnathan Johnson,Chief Legal Officer,economic_buyer,0.219,1,False,True,0.33,0.746,leadership_change,False,0,0.3262,1,SQL
CON-0002658,ACC-001078,Anthony Williams,Chief Legal Officer,economic_buyer,0.294,2,False,True,0.7733333333333334,0.547,funding_round,False,0,0.2006,0,MQL
CON-0002659,ACC-000098,Tammy Henderson,Director of Operations,champion,0.468,1,False,True,0.7475,0.807,none,True,1,0.4767,1,SQL
CON-0002660,ACC-001256,Manuel Snyder,CFO,economic_buyer,0.209,3,True,False,0.8883333333333333,0.731,tech_refresh,False,0,0.6096,2,Opportunity
CON-0002661,ACC-000027,Alyssa Johnson,HR Coordinator,user_buyer,0.251,1,False,False,0.49750000000000005,0.578,compliance_mandate,False,0,0.2841,1,SQL
CON-0002662,ACC-003479,Bryan Winters,Head of Sales Ops,champion,0.317,0,False,True,1.0,0.471,none,False,1,0.6957,2,Opportunity
CON-0002663,ACC-002468,Michael Garcia,VP Procurement,economic_buyer,0.598,0,True,False,0.6633333333333333,0.496,none,False,1,0.6759,2,Opportunity
CON-0002664,ACC-004463,Jamie Warren,CFO,economic_buyer,0.677,1,False,False,0.7450000000000001,0.421,leadership_change,True,1,0.7335,2,Opportunity
CON-0002665,ACC-002161,Terry Haney,Sales Rep,user_buyer,0.133,1,False,False,0.495,0.37,none,True,0,0.265,1,SQL
CON-0002666,ACC-003972,Paul Donaldson,Paralegal,user_buyer,0.502,1,False,False,1.0,1.0,leadership_change,False,1,0.7638,2,Opportunity
CON-0002667,ACC-000444,Natalie Ruiz,Contracts Manager,user_buyer,0.571,1,False,False,1.0,0.724,none,False,1,0.706,2,Opportunity
CON-0002668,ACC-002401,Allison Bailey,Head of Sales Ops,champion,0.374,1,False,False,0.665,0.762,none,False,1,0.8258,2,Opportunity
CON-0002669,ACC-003224,Jennifer Little DDS,Director of Operations,champion,0.701,0,True,False,1.0,0.833,none,False,1,0.8067,2,Opportunity
CON-0002670,ACC-002588,Larry Taylor,Director of Operations,champion,0.844,2,False,False,0.8300000000000001,0.315,none,False,1,0.6649,2,Opportunity
CON-0002671,ACC-002285,Scott Barrett,Contracts Manager,user_buyer,0.814,2,False,False,0.7475,0.792,leadership_change,True,1,0.8235,2,Opportunity
CON-0002672,ACC-004811,Grant Williams,Head of Sales Ops,champion,0.402,2,False,False,0.7200000000000001,0.904,compliance_mandate,False,1,0.8232,2,Opportunity
CON-0002673,ACC-000174,Paul Lee,CFO,economic_buyer,0.325,1,False,False,0.0,0.709,none,False,1,0.1342,0,MQL
CON-0002674,ACC-001262,Dakota Bailey,CFO,economic_buyer,0.64,2,False,True,0.8316666666666667,0.355,tech_refresh,True,1,0.8652,2,Opportunity
CON-0002675,ACC-004887,Deborah Moody,Director of Operations,champion,0.124,1,False,False,0.462,0.858,none,False,1,0.164,0,MQL
CON-0002676,ACC-001969,Rodney Williams,Director of Operations,champion,0.191,1,True,False,0.66,0.766,none,True,1,0.295,1,SQL
CON-0002677,ACC-003462,Mary Johnson,Contracts Manager,user_buyer,0.836,2,False,True,0.8300000000000001,0.962,none,False,1,0.7428,2,Opportunity
CON-0002678,ACC-003636,Joshua Martin,HR Coordinator,user_buyer,0.352,1,False,True,0.8866666666666667,0.888,funding_round,False,0,0.659,2,Opportunity
CON-0002679,ACC-001354,Daniel Ramirez,Legal Ops Manager,champion,0.59,2,False,False,0.8725,0.98,leadership_change,True,1,0.7868,2,Opportunity
CON-0002680,ACC-001650,Michael Gonzalez,HR Coordinator,user_buyer,0.32,1,True,False,0.33,0.811,funding_round,True,1,0.2547,1,SQL
CON-0002681,ACC-000272,Bridget Sanchez,VP Engineering,technical_validator,0.165,1,False,False,0.532,1.0,tech_refresh,True,1,0.4583,1,SQL
CON-0002682,ACC-002871,Angela Rodriguez,Sales Rep,user_buyer,0.158,3,False,False,0.61,0.828,none,False,1,0.6173,2,Opportunity
CON-0002683,ACC-002636,William Guzman,Legal Ops Manager,champion,0.328,1,False,False,0.33,0.646,funding_round,True,0,0.4419,1,SQL
CON-0002684,ACC-003812,Kara Mason,CISO,technical_validator,0.334,1,False,False,0.5800000000000001,0.643,none,True,1,0.5984,1,SQL
CON-0002685,ACC-002219,Mr. Juan Stokes DDS,Director of Operations,champion,0.427,4,False,False,0.9514285714285714,0.4,none,True,1,0.8527,2,Opportunity
CON-0002686,ACC-003825,Anthony Garcia,HR Coordinator,user_buyer,0.326,3,False,False,1.0,0.621,leadership_change,False,1,0.7705,2,Opportunity
CON-0002687,ACC-003767,Sharon Porter,CISO,technical_validator,0.313,0,False,True,0.6625000000000001,0.51,funding_round,False,0,0.2641,1,SQL
CON-0002688,ACC-004892,Ronald Patton,Chief Legal Officer,economic_buyer,0.225,3,False,False,0.6620000000000001,0.985,none,False,1,0.7709,2,Opportunity
CON-0002689,ACC-000411,Laurie Dillon,HR Coordinator,user_buyer,0.078,2,True,False,0.5533333333333333,0.789,none,False,0,0.2545,1,SQL
CON-0002690,ACC-003398,Paul Martin,IT Security Manager,technical_validator,0.312,1,False,False,0.5685714285714286,0.544,leadership_change,True,0,0.6011,2,Opportunity
CON-0002691,ACC-004841,James Blake,Paralegal,user_buyer,0.79,3,False,False,0.7585714285714287,0.577,leadership_change,False,1,0.8012,2,Opportunity
CON-0002692,ACC-004655,Shane Baker,Legal Ops Manager,champion,0.441,1,False,False,0.33,0.66,none,False,1,0.2546,1,SQL
CON-0002693,ACC-000746,Jaime Evans,HR Coordinator,user_buyer,0.253,0,False,False,0.66,0.895,none,False,0,0.5373,1,SQL
CON-0002694,ACC-000097,Kelly Thomas,HR Coordinator,user_buyer,0.564,1,False,False,0.44333333333333336,0.718,none,False,0,0.5857,1,SQL
CON-0002695,ACC-000360,Lisa Hernandez,Paralegal,user_buyer,0.043,1,False,False,0.796,0.92,none,True,0,0.4885,1,SQL
CON-0002696,ACC-001776,Nicholas Sanchez,Paralegal,user_buyer,0.252,1,False,True,0.6633333333333333,0.756,tech_refresh,False,1,0.5654,1,SQL
CON-0002697,ACC-004308,Kenneth Duncan,Sales Rep,user_buyer,0.225,1,False,True,0.66,0.769,tech_refresh,False,0,0.3484,1,SQL
CON-0002698,ACC-004157,Alan Hoover,Legal Ops Manager,champion,0.588,1,False,False,0.7000000000000001,0.787,none,False,1,0.4875,1,SQL
CON-0002699,ACC-004802,Derrick Potter,HR Coordinator,user_buyer,0.27,3,True,False,0.796,0.475,leadership_change,False,1,0.6741,2,Opportunity
CON-0002700,ACC-001086,Michael Walker,IT Security Manager,technical_validator,0.545,0,False,False,0.41500000000000004,0.702,none,False,1,0.206,0,MQL
CON-0002701,ACC-003114,Christopher Contreras,HR Coordinator,user_buyer,0.551,0,False,True,0.532,0.977,none,False,1,0.3035,1,SQL
CON-0002702,ACC-000774,Joyce Rodriguez,Head of Sales Ops,champion,0.75,0,True,False,1.0,0.619,none,False,1,0.8784,2,Opportunity
CON-0002703,ACC-004653,Paige Morales,Director of Operations,champion,0.111,3,False,False,0.665,0.303,none,False,1,0.2661,1,SQL
CON-0002704,ACC-002024,Juan Hernandez,Head of Sales Ops,champion,0.42,2,False,True,0.6633333333333334,0.853,leadership_change,False,1,0.6897,2,Opportunity
CON-0002705,ACC-000399,Joe Adkins,VP Engineering,technical_validator,0.441,3,False,False,0.8300000000000001,0.621,none,False,1,0.6896,2,Opportunity
CON-0002706,ACC-001273,Cristian Fields,Legal Ops Manager,champion,0.51,1,False,True,0.8300000000000001,0.606,none,False,0,0.6459,2,Opportunity
CON-0002707,ACC-001996,Timothy Gardner,Chief Legal Officer,economic_buyer,0.313,3,False,True,0.8542857142857143,0.877,none,False,0,0.8092,2,Opportunity
CON-0002708,ACC-000275,Patricia Greene,Director of Operations,champion,0.548,0,True,False,0.6633333333333333,0.575,leadership_change,False,1,0.7631,2,Opportunity
CON-0002709,ACC-001457,John Fischer,IT Security Manager,technical_validator,0.479,2,False,False,1.0,0.574,tech_refresh,False,0,0.6479,2,Opportunity
CON-0002710,ACC-000830,Jenny Miller,Sales Rep,user_buyer,0.149,0,False,False,0.22166666666666668,0.58,none,False,1,0.2101,0,MQL
CON-0002711,ACC-004937,Kevin Taylor,Contracts Manager,user_buyer,0.239,1,False,False,0.495,0.804,compliance_mandate,False,0,0.2304,0,MQL
CON-0002712,ACC-001582,Michael King,Head of Sales Ops,champion,0.229,0,False,False,0.5800000000000001,0.686,none,False,1,0.171,0,MQL
CON-0002713,ACC-002323,Terry Martin,Contracts Manager,user_buyer,0.424,1,False,False,0.596,0.529,funding_round,False,0,0.3579,1,SQL
CON-0002714,ACC-003863,Tracie Mccoy,VP Engineering,technical_validator,0.58,1,False,True,0.6633333333333334,0.389,compliance_mandate,False,0,0.5208,1,SQL
CON-0002715,ACC-001922,Kristin Oliver,IT Security Manager,technical_validator,0.424,5,True,False,0.8300000000000001,0.328,none,False,1,0.3917,1,SQL
CON-0002716,ACC-004144,Carol Morton,Paralegal,user_buyer,0.389,2,False,False,0.7733333333333334,0.613,funding_round,False,1,0.4854,1,SQL
CON-0002717,ACC-004952,Bryce Ross,Contracts Manager,user_buyer,0.269,0,False,False,0.6633333333333333,0.77,leadership_change,False,0,0.5468,1,SQL
CON-0002718,ACC-004687,Virginia Garcia,Contracts Manager,user_buyer,0.211,0,True,False,0.4125,0.646,none,False,0,0.0805,0,MQL
CON-0002719,ACC-001523,Miss Jasmine Wyatt DVM,HR Coordinator,user_buyer,0.313,0,False,False,0.8866666666666667,0.661,funding_round,False,1,0.474,1,SQL
CON-0002720,ACC-000757,Lauren Gomez,HR Coordinator,user_buyer,0.549,1,True,False,0.798,0.353,none,True,0,0.3673,1,SQL
CON-0002721,ACC-004169,Brittany Adams,IT Security Manager,technical_validator,0.089,2,False,False,0.5800000000000001,0.46,compliance_mandate,False,0,0.2249,0,MQL
CON-0002722,ACC-001584,Elizabeth Oneal,Contracts Manager,user_buyer,0.723,0,False,True,0.7377777777777779,0.559,none,False,1,0.3504,1,SQL
CON-0002723,ACC-000483,Brittany Myers,HR Coordinator,user_buyer,0.152,0,False,True,0.264,0.502,none,False,1,0.1499,0,MQL
CON-0002724,ACC-003445,Matthew Daniel,Director of Operations,champion,0.217,4,True,False,0.8866666666666667,0.887,compliance_mandate,False,1,0.7884,2,Opportunity
CON-0002725,ACC-003583,Karen Burch,Sales Rep,user_buyer,0.365,2,False,False,0.7585714285714287,0.477,none,False,0,0.448,1,SQL
CON-0002726,ACC-004904,Laurie Foley,Head of Sales Ops,champion,0.049,0,False,False,0.44000000000000006,0.763,tech_refresh,False,0,0.3473,1,SQL
CON-0002727,ACC-000326,James Garcia,Paralegal,user_buyer,0.202,3,False,True,0.66,0.609,none,False,0,0.3976,1,SQL
CON-0002728,ACC-000979,Kyle Weiss,IT Security Manager,technical_validator,0.127,2,False,False,0.22,0.78,compliance_mandate,False,0,0.4341,1,SQL
CON-0002729,ACC-001845,Susan Coleman,HR Coordinator,user_buyer,0.36,0,False,True,1.0,1.0,none,False,0,0.7284,2,Opportunity
CON-0002730,ACC-002332,Ann Harris,CFO,economic_buyer,0.363,0,False,False,0.49750000000000005,0.493,none,False,1,0.2501,1,SQL
CON-0002731,ACC-001383,Victoria Weaver,HR Coordinator,user_buyer,0.671,1,False,False,0.7733333333333334,0.688,none,False,1,0.656,2,Opportunity
CON-0002732,ACC-003705,William Taylor,CFO,economic_buyer,0.237,3,False,False,0.6066666666666667,0.424,leadership_change,True,0,0.7492,2,Opportunity
CON-0002733,ACC-003691,April Becker,Director of Operations,champion,0.178,1,False,True,0.33,0.378,compliance_mandate,False,1,0.4457,1,SQL
CON-0002734,ACC-002815,Heidi Lambert,VP Finance,economic_buyer,0.039,2,False,True,0.49666666666666676,0.425,leadership_change,False,0,0.1524,0,MQL
CON-0002735,ACC-003338,James Tyler,Chief Legal Officer,economic_buyer,0.138,0,False,False,0.22,0.911,compliance_mandate,False,0,0.1628,0,MQL
CON-0002736,ACC-000216,Zachary Jones,Head of Sales Ops,champion,0.644,0,False,False,0.915,0.412,none,False,1,0.7599,2,Opportunity
CON-0002737,ACC-004179,Heidi Spencer,Head of Sales Ops,champion,0.632,0,False,False,0.775,0.444,none,False,0,0.6467,2,Opportunity
CON-0002738,ACC-002503,Parker Sweeney,Contracts Manager,user_buyer,0.202,1,False,False,0.66,0.538,none,False,0,0.1918,0,MQL
CON-0002739,ACC-004943,Jeffrey Jackson,CFO,economic_buyer,0.481,0,False,True,0.7300000000000001,0.528,none,False,1,0.4771,1,SQL
CON-0002740,ACC-001938,Christopher Kelly,HR Coordinator,user_buyer,0.593,1,False,False,0.9028571428571429,0.46,leadership_change,False,1,0.6361,2,Opportunity
CON-0002741,ACC-004713,Billy Wells,Director of Operations,champion,0.613,2,False,False,0.8300000000000001,0.761,leadership_change,False,0,0.8359,2,Opportunity
CON-0002742,ACC-000541,Dr. Christopher Sampson,Director of Operations,champion,0.299,1,False,False,1.0,0.937,tech_refresh,False,1,0.8885,3,Closed-Won
CON-0002743,ACC-004955,Sharon Fisher,IT Security Manager,technical_validator,0.459,2,False,False,0.6157142857142858,0.452,none,False,0,0.4306,1,SQL
CON-0002744,ACC-004001,Theresa Brown,CFO,economic_buyer,0.041,1,False,False,0.198,0.881,none,False,0,0.2247,0,MQL
CON-0002745,ACC-000072,April Austin,VP Engineering,technical_validator,0.221,1,True,False,0.5533333333333333,0.743,compliance_mandate,False,0,0.3171,1,SQL
CON-0002746,ACC-000525,Carla Stevens,Legal Ops Manager,champion,0.512,1,True,False,0.0,0.674,leadership_change,False,0,0.3467,1,SQL
CON-0002747,ACC-001493,Eric Martinez,Sales Rep,user_buyer,0.194,0,False,False,0.41500000000000004,0.812,leadership_change,False,1,0.4717,1,SQL
